Email_id,Sender_Name,Sender_cadre,Sender_dept,Rec_name,Rec_cadre,Rec_dept,Email_subject,Msg_Date,Sentiment,Message_status,Device,Within_work_hrs,Within_workdays,Msg_day,Msg_month,day_name,Week_of_month,exc_type
1108,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Internal Policies and Procedures,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1109,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1110,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-21,neutral,opened,desktop,yes,yes,21,March,Thursday,4,inter_mail
1111,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Sales and Marketing,2024-03-15,negative,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1112,Emmey Matoshin,Middle level management,Sales,Traci Habbal,Middle level management,Marketing,Meeting Scheduling,2024-03-25,neutral,opened,desktop,no,yes,25,March,Monday,5,inter_mail
1113,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Meeting Scheduling,2024-03-15,neutral,opened,desktop,no,yes,15,March,Friday,3,inter_mail
1114,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Product Development,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1115,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Sales and Marketing,2024-03-31,positive,opened,desktop,no,no,31,March,Sunday,5,inter_mail
1116,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Project Updates,2024-03-22,positive,opened,desktop,yes,yes,22,March,Friday,4,inter_mail
1117,Karine Barclay,Professional,Marketing,Rodrique Coulston,Professional,Product development,Product Development,2024-03-15,neutral,unopened,desktop,yes,yes,15,March,Friday,3,inter_mail
1118,Rodrique Coulston,Professional,Product development,Karine Barclay,Professional,Marketing,Project Updates,2024-03-07,neutral,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1119,Rodrique Coulston,Professional,Product development,Karine Barclay,Professional,Marketing,Operational Issues,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1120,Rodrique Coulston,Professional,Product development,Karine Barclay,Professional,Marketing,Project Updates,2024-03-29,neutral,opened,mobile,yes,yes,29,March,Friday,5,inter_mail
1121,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Sales and Marketing,2024-03-07,neutral,unopened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1122,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Product Development,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,inter_mail
1123,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Operational Issues,2024-03-01,neutral,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1124,Petronille Jouen,Professional,Marketing,Oran Benge,Professional,Product development,Sales and Marketing,2024-03-06,neutral,opened,desktop,yes,yes,6,March,Wednesday,2,inter_mail
1125,Oran Benge,Professional,Product development,Petronille Jouen,Professional,Marketing,Technical Support,2024-03-20,neutral,opened,desktop,yes,yes,20,March,Wednesday,4,inter_mail
1126,Oran Benge,Professional,Product development,Petronille Jouen,Professional,Marketing,Technical Support,2024-03-31,positive,opened,desktop,no,no,31,March,Sunday,5,inter_mail
1127,Oran Benge,Professional,Product development,Petronille Jouen,Professional,Marketing,Operational Issues,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1128,Emmey Matoshin,Middle level management,Sales,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1129,Nelia Routledge,Professional,Sales,Faythe Vassel,Professional,Legal,Operational Issues,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1130,Ferdinande Stickels,Professional,Sales,Faythe Vassel,Professional,Legal,Project Updates,2024-03-18,positive,opened,mobile,yes,yes,18,March,Monday,4,inter_mail
1131,Tades Querrard,Professional,Sales,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-18,negative,opened,mobile,yes,yes,18,March,Monday,4,inter_mail
1132,Anatole Hansie,Professional,Sales,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-15,neutral,opened,mobile,yes,yes,15,March,Friday,3,inter_mail
1133,Chris Consadine,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-29,neutral,unopened,desktop,yes,yes,29,March,Friday,5,inter_mail
1134,Grace Spracklin,Professional,Sales,Maurine Golding,Professional,Legal,Operational Issues,2024-03-14,positive,opened,mobile,yes,yes,14,March,Thursday,3,inter_mail
1135,Sumner Blakeway,Professional,Sales,Maurine Golding,Professional,Legal,Meeting Scheduling,2024-03-27,positive,opened,desktop,no,yes,27,March,Wednesday,5,inter_mail
1136,Emmey Matoshin,Middle level management,Sales,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1137,Nelia Routledge,Professional,Sales,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1138,Ferdinande Stickels,Professional,Sales,Faythe Vassel,Professional,Legal,Legal Matters,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1139,Tades Querrard,Professional,Sales,Faythe Vassel,Professional,Legal,Internal Policies and Procedures,2024-03-18,positive,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
1140,Anatole Hansie,Professional,Sales,Faythe Vassel,Professional,Legal,Operational Issues,2024-03-15,positive,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1141,Chris Consadine,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1142,Grace Spracklin,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-29,negative,unopened,desktop,yes,yes,29,March,Friday,5,inter_mail
1143,Sumner Blakeway,Professional,Sales,Maurine Golding,Professional,Legal,Meeting Scheduling,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
1144,Emmey Matoshin,Middle level management,Sales,Maurine Golding,Professional,Legal,Vendor Relations,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1145,Nelia Routledge,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-28,negative,opened,mobile,no,yes,28,March,Thursday,5,inter_mail
1146,Ferdinande Stickels,Professional,Sales,Maurine Golding,Professional,Legal,Meeting Scheduling,2024-03-06,positive,opened,mobile,yes,yes,6,March,Wednesday,2,inter_mail
1147,Tades Querrard,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-18,neutral,opened,desktop,yes,yes,18,March,Monday,4,inter_mail
1148,Anatole Hansie,Professional,Sales,Maurine Golding,Professional,Legal,Internal Policies and Procedures,2024-03-29,positive,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1149,Chris Consadine,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1150,Grace Spracklin,Professional,Sales,Maurine Golding,Professional,Legal,Operational Issues,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1151,Sumner Blakeway,Professional,Sales,Maurine Golding,Professional,Legal,Legal Matters,2024-03-02,neutral,opened,desktop,no,no,2,March,Saturday,1,inter_mail
1152,Maurine Golding,Professional,Legal,Emmey Matoshin,Middle level management,Sales,Legal Matters,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1153,Maurine Golding,Professional,Legal,Nelia Routledge,Professional,Sales,Legal Matters,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1154,Maurine Golding,Professional,Legal,Ferdinande Stickels,Professional,Sales,Legal Matters,2024-03-06,neutral,opened,mobile,no,yes,6,March,Wednesday,2,inter_mail
1155,Maurine Golding,Professional,Legal,Tades Querrard,Professional,Sales,Meeting Scheduling,2024-03-22,neutral,opened,mobile,yes,yes,22,March,Friday,4,inter_mail
1156,Maurine Golding,Professional,Legal,Anatole Hansie,Professional,Sales,Operational Issues,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
1157,Maurine Golding,Professional,Legal,Chris Consadine,Professional,Sales,Legal Matters,2024-03-07,positive,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1158,Maurine Golding,Professional,Legal,Grace Spracklin,Professional,Sales,Operational Issues,2024-03-06,neutral,opened,mobile,yes,yes,6,March,Wednesday,2,inter_mail
1159,Maurine Golding,Professional,Legal,Sumner Blakeway,Professional,Sales,Project Updates,2024-03-11,neutral,opened,desktop,no,yes,11,March,Monday,3,inter_mail
1160,Maurine Golding,Professional,Legal,Emmey Matoshin,Middle level management,Sales,Legal Matters,2024-03-02,neutral,opened,desktop,no,no,2,March,Saturday,1,inter_mail
1161,Maurine Golding,Professional,Legal,Nelia Routledge,Professional,Sales,Legal Matters,2024-03-01,negative,opened,desktop,no,yes,1,March,Friday,1,inter_mail
1162,Maurine Golding,Professional,Legal,Ferdinande Stickels,Professional,Sales,Legal Matters,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1163,Maurine Golding,Professional,Legal,Tades Querrard,Professional,Sales,Vendor Relations,2024-03-05,positive,opened,mobile,yes,yes,5,March,Tuesday,2,inter_mail
1164,Maurine Golding,Professional,Legal,Anatole Hansie,Professional,Sales,Legal Matters,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1165,Maurine Golding,Professional,Legal,Chris Consadine,Professional,Sales,Vendor Relations,2024-03-14,positive,opened,desktop,yes,yes,14,March,Thursday,3,inter_mail
1166,Maurine Golding,Professional,Legal,Grace Spracklin,Professional,Sales,Legal Matters,2024-03-18,neutral,opened,mobile,yes,yes,18,March,Monday,4,inter_mail
1167,Maurine Golding,Professional,Legal,Sumner Blakeway,Professional,Sales,Legal Matters,2024-03-01,neutral,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1168,Faythe Vassel,Professional,Legal,Emmey Matoshin,Middle level management,Sales,Legal Matters,2024-03-25,neutral,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1169,Faythe Vassel,Professional,Legal,Nelia Routledge,Professional,Sales,Legal Matters,2024-03-29,neutral,opened,desktop,no,yes,29,March,Friday,5,inter_mail
1170,Faythe Vassel,Professional,Legal,Ferdinande Stickels,Professional,Sales,Legal Matters,2024-03-11,positive,opened,desktop,no,yes,11,March,Monday,3,inter_mail
1171,Faythe Vassel,Professional,Legal,Tades Querrard,Professional,Sales,Operational Issues,2024-03-08,neutral,unopened,desktop,yes,yes,8,March,Friday,2,inter_mail
1172,Faythe Vassel,Professional,Legal,Anatole Hansie,Professional,Sales,Legal Matters,2024-03-01,neutral,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1173,Faythe Vassel,Professional,Legal,Chris Consadine,Professional,Sales,Legal Matters,2024-03-22,neutral,opened,desktop,yes,yes,22,March,Friday,4,inter_mail
1174,Faythe Vassel,Professional,Legal,Grace Spracklin,Professional,Sales,Legal Matters,2024-03-07,negative,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1175,Faythe Vassel,Professional,Legal,Sumner Blakeway,Professional,Sales,Legal Matters,2024-03-22,positive,opened,desktop,yes,yes,22,March,Friday,4,inter_mail
1176,Faythe Vassel,Professional,Legal,Emmey Matoshin,Middle level management,Sales,Legal Matters,2024-03-05,neutral,opened,desktop,yes,yes,5,March,Tuesday,2,inter_mail
1177,Faythe Vassel,Professional,Legal,Nelia Routledge,Professional,Sales,Legal Matters,2024-03-29,neutral,opened,desktop,yes,yes,29,March,Friday,5,inter_mail
1178,Faythe Vassel,Professional,Legal,Ferdinande Stickels,Professional,Sales,Internal Policies and Procedures,2024-03-28,neutral,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1179,Faythe Vassel,Professional,Legal,Tades Querrard,Professional,Sales,Operational Issues,2024-03-20,positive,opened,desktop,yes,yes,20,March,Wednesday,4,inter_mail
1180,Faythe Vassel,Professional,Legal,Anatole Hansie,Professional,Sales,Legal Matters,2024-03-08,neutral,unopened,desktop,yes,yes,8,March,Friday,2,inter_mail
1181,Faythe Vassel,Professional,Legal,Chris Consadine,Professional,Sales,Internal Policies and Procedures,2024-03-28,positive,opened,desktop,yes,yes,28,March,Thursday,5,inter_mail
1182,Faythe Vassel,Professional,Legal,Grace Spracklin,Professional,Sales,Legal Matters,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1183,Faythe Vassel,Professional,Legal,Sumner Blakeway,Professional,Sales,Legal Matters,2024-03-26,neutral,opened,mobile,yes,yes,26,March,Tuesday,5,inter_mail
1184,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Finance and Accounting,2024-03-26,positive,opened,desktop,yes,yes,26,March,Tuesday,5,inter_mail
1185,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Meeting Scheduling,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,inter_mail
1186,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-15,neutral,opened,desktop,yes,yes,15,March,Friday,3,inter_mail
1187,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Finance and Accounting,2024-03-25,positive,opened,desktop,yes,yes,25,March,Monday,5,inter_mail
1188,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Internal Policies and Procedures,2024-03-01,positive,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1189,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Finance and Accounting,2024-03-20,neutral,opened,desktop,no,yes,20,March,Wednesday,4,inter_mail
1190,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Finance and Accounting,2024-03-12,neutral,opened,desktop,yes,yes,12,March,Tuesday,3,inter_mail
1191,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Internal Policies and Procedures,2024-03-13,positive,opened,desktop,yes,yes,13,March,Wednesday,3,inter_mail
1192,Blithe Arnaudet,Middle level management,Finance and Accounting,Emmey Matoshin,Middle level management,Sales,Project Updates,2024-03-01,positive,opened,desktop,yes,yes,1,March,Friday,1,inter_mail
1193,Emmey Matoshin,Middle level management,Sales,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-28,positive,opened,mobile,yes,yes,28,March,Thursday,5,inter_mail
1194,Emmey Matoshin,Middle level management,Sales,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-07,negative,opened,desktop,yes,yes,7,March,Thursday,2,inter_mail
1195,Emmey Matoshin,Middle level management,Sales,Blithe Arnaudet,Middle level management,Finance and Accounting,Operational Issues,2024-03-14,neutral,opened,desktop,no,yes,14,March,Thursday,3,inter_mail
1196,Emmey Matoshin,Middle level management,Sales,Blithe Arnaudet,Middle level management,Finance and Accounting,Meeting Scheduling,2024-03-08,positive,opened,desktop,yes,yes,8,March,Friday,2,inter_mail
1197,Emmey Matoshin,Middle level management,Sales,Blithe Arnaudet,Middle level management,Finance and Accounting,Finance and Accounting,2024-03-23,neutral,opened,mobile,no,no,23,March,Saturday,4,inter_mail
